mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context
MUT_0049,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (expPos > -1 && expPos < length - 1) {,"// PIT Mutated: changed conditional boundary
if (expPos > -1 && expPos < length - 1) {","            dec = null;
        }
        if (requestType) {
            if (expPos > -1 && expPos < length - 1) {
                exp = str.substring(expPos + 1, length - 1);
            } else {
                exp = null;
"
MUT_0050,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (expPos > -1 && expPos < length - 1) {,"// PIT Mutated: changed conditional boundary
if (expPos > -1 && expPos < length - 1) {","        }
        // User doesn't have a preference on the return type, so let's start
        // small and go from there...
        if (expPos > -1 && expPos < length - 1) {
            exp = str.substring(expPos + 1);
        } else {
            exp = null;
"
MUT_0051,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (expPos > -1 && expPos < length - 1) {,"// PIT Mutated: changed conditional boundary
if (expPos > -1 && expPos < length - 1) {","        }
        // User doesn't have a preference on the return type, so let's start
        // small and go from there...
        if (expPos > -1 && expPos < length - 1) {
            exp = str.substring(expPos + 1);
        } else {
            exp = null;
"
MUT_0052,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,IncrementsMutator,pfxLen++;,"// PIT Mutated: Changed increment from 1 to -1
pfxLen++;","                if (firstSigDigit != '0') {
                    break;
                }
                pfxLen++;
            }
            final int hexDigits = length - pfxLen;
            if (hexDigits > 16 || hexDigits == 16 && firstSigDigit > '7') { // too many for Long
"
MUT_0053,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,pfxLen += pfx.length() + offset;,"// PIT Mutated: Replaced integer addition with subtraction
pfxLen += pfx.length() + offset;","        int pfxLen = 0;
        for (final String pfx : hexPrefixes) {
            if (str.startsWith(pfx, offset)) {
                pfxLen += pfx.length() + offset;
                break;
            }
        }
"
MUT_0054,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,pfxLen += pfx.length() + offset;,"// PIT Mutated: Replaced integer addition with subtraction
pfxLen += pfx.length() + offset;","        int pfxLen = 0;
        for (final String pfx : hexPrefixes) {
            if (str.startsWith(pfx, offset)) {
                pfxLen += pfx.length() + offset;
                break;
            }
        }
"
MUT_0055,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,final int hexDigits = length - pfxLen;,"// PIT Mutated: Replaced integer subtraction with addition
final int hexDigits = length - pfxLen;","                }
                pfxLen++;
            }
            final int hexDigits = length - pfxLen;
            if (hexDigits > 16 || hexDigits == 16 && firstSigDigit > '7') { // too many for Long
                return createBigInteger(str);
            }
"
MUT_0056,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,final char lastChar = str.charAt(length - 1);,"// PIT Mutated: Replaced integer subtraction with addition
final char lastChar = str.charAt(length - 1);","            }
            return createInteger(str);
        }
        final char lastChar = str.charAt(length - 1);
        final String mant;
        final String dec;
        final String exp;
"
MUT_0057,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present,"// PIT Mutated: Replaced integer addition with subtraction
final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present","        final String dec;
        final String exp;
        final int decPos = str.indexOf('.');
        final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present
        // if both e and E are present, this is caught by the checks on expPos (which prevent IOOBE)
        // and the parsing which will detect if e or E appear in a number due to using the wrong offset
        // Detect if the return type has been requested
"
MUT_0058,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present,"// PIT Mutated: Replaced integer addition with subtraction
final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present","        final String dec;
        final String exp;
        final int decPos = str.indexOf('.');
        final int expPos = str.indexOf('e') + str.indexOf('E') + 1; // assumes both not present
        // if both e and E are present, this is caught by the checks on expPos (which prevent IOOBE)
        // and the parsing which will detect if e or E appear in a number due to using the wrong offset
        // Detect if the return type has been requested
"
MUT_0059,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,"dec = str.substring(decPos + 1, expPos);","// PIT Mutated: Replaced integer addition with subtraction
dec = str.substring(decPos + 1, expPos);","                if (expPos <= decPos || expPos > length) { // prevents double exponent causing IOOBE
                    throw new NumberFormatException(str + "" is not a valid number."");
                }
                dec = str.substring(decPos + 1, expPos);
            } else {
                // No exponent, but there may be a type character to remove
                dec = str.substring(decPos + 1, requestType ? length - 1 : length);
"
MUT_0060,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,"dec = str.substring(decPos + 1, requestType ? length - 1 : length);","// PIT Mutated: Replaced integer addition with subtraction
dec = str.substring(decPos + 1, requestType ? length - 1 : length);","                dec = str.substring(decPos + 1, expPos);
            } else {
                // No exponent, but there may be a type character to remove
                dec = str.substring(decPos + 1, requestType ? length - 1 : length);
            }
            mant = getMantissa(str, decPos);
        } else {
"
MUT_0061,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,"dec = str.substring(decPos + 1, requestType ? length - 1 : length);","// PIT Mutated: Replaced integer subtraction with addition
dec = str.substring(decPos + 1, requestType ? length - 1 : length);","                dec = str.substring(decPos + 1, expPos);
            } else {
                // No exponent, but there may be a type character to remove
                dec = str.substring(decPos + 1, requestType ? length - 1 : length);
            }
            mant = getMantissa(str, decPos);
        } else {
"
MUT_0062,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,"mant = getMantissa(str, requestType ? length - 1 : length);","// PIT Mutated: Replaced integer subtraction with addition
mant = getMantissa(str, requestType ? length - 1 : length);","                mant = getMantissa(str, expPos);
            } else {
                // No decimal, no exponent, but there may be a type character to remove
                mant = getMantissa(str, requestType ? length - 1 : length);
            }
            dec = null;
        }
"
MUT_0063,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,MathMutator,if (expPos > -1 && expPos < length - 1) {,"// PIT Mutated: Replaced integer subtraction with addition
if (expPos > -1 && expPos < length - 1) {","            dec = null;
        }
        if (requestType) {
            if (expPos > -1 && expPos < length - 1) {
                exp = str.substring(expPos + 1, length - 1);
            } else {
                exp = null;
"
