mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_9f_mutant_136,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeEscaped,3176,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return _handleUnrecognizedCharacterEscape((char) _decodeCharForError(c));,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  3173:             break;
  3174: 
  3175:         default:
>>3176:             return _handleUnrecognizedCharacterEscape((char) _decodeCharForError(c));
  3177:         }
  3178: 
  3179:         // Ok, a hex escape. Need 4 characters",123
Codec_3f_mutant_218,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleCH,364,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (index > 0 && contains(value, index, 4, ""CHAE"")) {   // Michael",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  361:     private int handleCH(String value,
  362:                          DoubleMetaphoneResult result,
  363:                          int index) {
>>364:         if (index > 0 && contains(value, index, 4, ""CHAE"")) {   // Michael
  365:             result.append('K', 'X');
  366:             return index + 2;
  367:         } else if (conditionCH0(value, index)) {",123
JacksonCore_1f_mutant_241,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,append,462,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (max > 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  459:             return;
  460:         }
  461:         // No room for all, need to copy part(s):
>>462:         if (max > 0) {
  463:             System.arraycopy(c, start, curr, _currentSize, max);
  464:             start += max;
  465:             len -= max;",123
JacksonCore_9f_mutant_633,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseName,1652,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return _handleOddName(i);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  1649:     protected final String _parseName(int i) throws IOException
  1650:     {
  1651:         if (i != INT_QUOTE) {
>>1652:             return _handleOddName(i);
  1653:         }
  1654:         // First: can we optimize out bounds checks?
  1655:         if ((_inputPtr + 13) > _inputEnd) { // Need up to 12 chars, plus one trailing (quote)",123
JacksonCore_9f_mutant_2168,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1111,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,++expLen;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  1108: 
  1109:             exp_loop:
  1110:             while (c <= INT_9 && c >= INT_0) {
>>1111:                 ++expLen;
  1112:                 if (outPtr >= outBuf.length) {
  1113:                     outBuf = _textBuffer.finishCurrentSegment();
  1114:                     outPtr = 0;",123
JacksonCore_2f_mutant_503,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseAposName,1924,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1921:                     _reportInvalidEOF("" in field name"");
  1922:                 }
  1923:             }
>>1924:             ch = _inputBuffer[_inputPtr++] & 0xFF;
  1925:         }
  1926: 
  1927:         if (currQuadBytes > 0) {",123
JacksonCore_1f_mutant_186,JacksonCore,1f,com.fasterxml.jackson.core.io.NumberInput,parseInt,47,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (++offset < len) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  44:                                 num = (num * 10) + (digitChars[offset] - '0');
  45:                                 if (++offset < len) {
  46:                                     num = (num * 10) + (digitChars[offset] - '0');
>>47:                                     if (++offset < len) {
  48:                                         num = (num * 10) + (digitChars[offset] - '0');
  49:                                     }
  50:                                 }",123
JacksonCore_1f_mutant_310,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,expandCurrentSegment,603,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"(MAX_SEGMENT_LEN + 1) : Math.min(MAX_SEGMENT_LEN, len + (len >> 1));",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  600:         final int len = curr.length;
  601:         // Must grow by at least 1 char, no matter what
  602:         int newLen = (len == MAX_SEGMENT_LEN) ?
>>603:             (MAX_SEGMENT_LEN + 1) : Math.min(MAX_SEGMENT_LEN, len + (len >> 1));
  604:         return (_currentSegment = Arrays.copyOf(curr, newLen));
  605:     }
  606: ",123
JacksonCore_9f_mutant_835,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipCComment,3055,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int i = (int) _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3052:         // Ok: need the matching '*/'
  3053:         main_loop:
  3054:         while ((_inputPtr < _inputEnd) || loadMore()) {
>>3055:             int i = (int) _inputBuffer[_inputPtr++] & 0xFF;
  3056:             int code = codes[i];
  3057:             if (code != 0) {
  3058:                 switch (code) {",123
JacksonCore_2f_mutant_1596,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleApos,1438,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i <= '\\') {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1435:             }
  1436:             char c = _inputBuffer[_inputPtr++];
  1437:             int i = (int) c;
>>1438:             if (i <= '\\') {
  1439:                 if (i == '\\') {
  1440:                     /* Although chars outside of BMP are to be escaped as
  1441:                      * an UTF-16 surrogate pair, does that affect decoding?",123
Codec_8f_mutant_13,Codec,8f,org.apache.commons.codec.binary.Base64,avail,378,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,return buffer != null ? pos - readPos : 0;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  375:      * @return The amount of buffered data available for reading.
  376:      */
  377:     int avail() {
>>378:         return buffer != null ? pos - readPos : 0;
  379:     }
  380: 
  381:     /** Doubles our buffer. */",123
JacksonCore_2f_mutant_1204,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextByte,3075,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3072: 
  3073:         private int nextByte() throws IOException
  3074:     {
>>3075:         if (_inputPtr >= _inputEnd) {
  3076:             loadMoreGuaranteed();
  3077:         }
  3078:         return _inputBuffer[_inputPtr++] & 0xFF;",123
JacksonCore_2f_mutant_2151,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,getTextLength,311,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_currToken != null) { // null only before/after document,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  308:     public int getTextLength()
  309:         throws IOException, JsonParseException
  310:     {
>>311:         if (_currToken != null) { // null only before/after document
  312:             switch (_currToken) {
  313: 
  314:             case FIELD_NAME:",123
JacksonCore_3f_mutant_1037,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2084,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,++ix;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  2081:                         ch2 = quads[ix >> 2];
  2082:                         byteIx = (ix & 3);
  2083:                         ch2 = (ch2 >> ((3 - byteIx) << 3));
>>2084:                         ++ix;
  2085:                         if ((ch2 & 0xC0) != 0x080) {
  2086:                             _reportInvalidOther(ch2 & 0xFF);
  2087:                         }",123
JacksonCore_10f_mutant_55,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,_findOffsetForAdd,907,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (hashArea[offset2+3] == 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  904:         offset2 = _tertiaryStart + ((offset >> (_tertiaryShift + 2)) << _tertiaryShift);
  905:         final int bucketSize = (1 << _tertiaryShift);
  906:         for (int end = offset2 + bucketSize; offset2 < end; offset2 += 4) {
>>907:             if (hashArea[offset2+3] == 0) {
  908: //System.err.printf("" TERtiary slot x%X (from x%X, start x%X), hash %X.\n"", offset2, ((offset >> (_tertiaryShift + 2)) << _tertiaryShift), _tertiaryStart, (hash & 0x7F));
  909:                 return offset2;
  910:             }",123
JacksonCore_10f_mutant_439,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,mergeChild,348,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (childCount > MAX_ENTRIES_FOR_REUSE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  345:         // generated ""random"" names: for these, symbol tables would bloat indefinitely.
  346:         // One way to do this is to just purge tables if they grow
  347:         // too large, and that's what we'll do here.
>>348:         if (childCount > MAX_ENTRIES_FOR_REUSE) {
  349:             // At any rate, need to clean up the tables
  350:             childState = TableInfo.createInitial(DEFAULT_T_SIZE);
  351:         }",123
JacksonCore_9f_mutant_1107,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWSOrEnd,2892,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,++_currInputRow;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2889:             }
  2890:             if (i != INT_SPACE) {
  2891:                 if (i == INT_LF) {
>>2892:                     ++_currInputRow;
  2893:                     _currInputRowStart = _inputPtr;
  2894:                 } else if (i == INT_CR) {
  2895:                     _skipCR();",123
JacksonCore_9f_mutant_2209,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1130,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!eof) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1127:         }
  1128: 
  1129:         // Ok; unless we hit end-of-input, need to push last char read back
>>1130:         if (!eof) {
  1131:             --_inputPtr;
  1132:             if (_parsingContext.inRoot()) {
  1133:                 _verifyRootSpace(c);",123
Codec_7f_mutant_158,Codec,7f,org.apache.commons.codec.binary.Base64,encode,472,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (buffer == null || buffer.length - pos < encodeSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  469:         // encoding.
  470:         if (inAvail < 0) {
  471:             eof = true;
>>472:             if (buffer == null || buffer.length - pos < encodeSize) {
  473:                 resizeBuffer();
  474:             }
  475:             switch (modulus) {",123
Codec_4f_mutant_147,Codec,4f,org.apache.commons.codec.binary.Base64,encode,503,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = encodeTable[x & MASK_6BITS];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  500:                     buffer[pos++] = encodeTable[(x >> 18) & MASK_6BITS];
  501:                     buffer[pos++] = encodeTable[(x >> 12) & MASK_6BITS];
  502:                     buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
>>503:                     buffer[pos++] = encodeTable[x & MASK_6BITS];
  504:                     currentLinePos += 4;
  505:                     if (lineLength > 0 && lineLength <= currentLinePos) {
  506:                         System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);",123
JacksonCore_3f_mutant_55,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeBase64,3228,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (ch == '""' && !b64variant.usesPadding()) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3225:             if (bits < 0) {
  3226:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {
  3227:                     // as per [JACKSON-631], could also just be 'missing'  padding
>>3228:                     if (ch == '""' && !b64variant.usesPadding()) {
  3229:                         decodedData >>= 2;
  3230:                         builder.appendTwoBytes(decodedData);
  3231:                         return builder.toByteArray();",123
JacksonCore_1f_mutant_221,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,append,499,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (max > 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  496:             return;
  497:         }
  498:         // No room for all, need to copy part(s):
>>499:         if (max > 0) {
  500:             str.getChars(offset, offset+max, curr, _currentSize);
  501:             len -= max;
  502:             offset += max;",123
JacksonCore_2f_mutant_1164,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getTextOffset,409,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return _textBuffer.getTextOffset();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  406:                 // fall through
  407:             case VALUE_NUMBER_INT:
  408:             case VALUE_NUMBER_FLOAT:
>>409:                 return _textBuffer.getTextOffset();
  410:             default:
  411:             }
  412:         }",123
JacksonCore_1f_mutant_155,JacksonCore,1f,com.fasterxml.jackson.core.io.NumberInput,parseInt,34,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,num = (num * 10) + (digitChars[offset] - '0');,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  31:         len += offset;
  32:         // This looks ugly, but appears the fastest way (as per measurements)
  33:         if (++offset < len) {
>>34:             num = (num * 10) + (digitChars[offset] - '0');
  35:             if (++offset < len) {
  36:                 num = (num * 10) + (digitChars[offset] - '0');
  37:                 if (++offset < len) {",123
JacksonCore_3f_mutant_423,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_loadToHaveAtLeast,223,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (count == 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  220:                 // End of input
  221:                 _closeInput();
  222:                 // Should never return 0, so let's fail
>>223:                 if (count == 0) {
  224:                     throw new IOException(""InputStream.read() returned 0 characters when trying to read ""+amount+"" bytes"");
  225:                 }
  226:                 return false;",123
JacksonCore_3f_mutant_649,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseNumber,1211,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,boolean negative = (c == INT_MINUS);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1208:     {
  1209:         char[] outBuf = _textBuffer.emptyAndGetCurrentSegment();
  1210:         int outPtr = 0;
>>1211:         boolean negative = (c == INT_MINUS);
  1212: 
  1213:         // Need to prepend sign?
  1214:         if (negative) {",123
Csv_3f_mutant_37,Csv,3f,org.apache.commons.csv.Lexer,readEscape,115,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return END_OF_STREAM;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  112:                 return c;
  113:             }
  114:             // indicate unexpected char - available from in.getLastChar()
>>115:             return END_OF_STREAM;
  116:         }
  117:     }
  118: ",123
JacksonCore_3f_mutant_1459,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,slowParseName,1646,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1643:      */
  1644:     protected Name slowParseName() throws IOException
  1645:     {
>>1646:         if (_inputPtr >= _inputEnd) {
  1647:             if (!loadMore()) {
  1648:                 _reportInvalidEOF("": was expecting closing '\""' for name"");
  1649:             }",123
JacksonCore_3f_mutant_937,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipUtf8_4,3023,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,d = (int) _inputBuffer[_inputPtr++];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3020:         if (_inputPtr >= _inputEnd) {
  3021:             loadMoreGuaranteed();
  3022:         }
>>3023:         d = (int) _inputBuffer[_inputPtr++];
  3024:         if ((d & 0xC0) != 0x080) {
  3025:             _reportInvalidOther(d & 0xFF, _inputPtr);
  3026:         }",123
Codec_5f_mutant_151,Codec,5f,org.apache.commons.codec.binary.Base64,encode,514,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  511:                 if (0 == modulus) {
  512:                     buffer[pos++] = encodeTable[(x >> 18) & MASK_6BITS];
  513:                     buffer[pos++] = encodeTable[(x >> 12) & MASK_6BITS];
>>514:                     buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
  515:                     buffer[pos++] = encodeTable[x & MASK_6BITS];
  516:                     currentLinePos += 4;
  517:                     if (lineLength > 0 && lineLength <= currentLinePos) {",123
